horizon_quarter,scenario,variable,pct_dev
35,Human-capital spending,Government spending (G<sub>t</sub>),4.338
36,Human-capital spending,Government spending (G<sub>t</sub>),4.338
37,Human-capital spending,Government spending (G<sub>t</sub>),4.338
38,Human-capital spending,Government spending (G<sub>t</sub>),4.338
39,Human-capital spending,Government spending (G<sub>t</sub>),4.338
40,Human-capital spending,Government spending (G<sub>t</sub>),4.338
41,Human-capital spending,Government spending (G<sub>t</sub>),4.338
42,Human-capital spending,Government spending (G<sub>t</sub>),4.338
43,Human-capital spending,Government spending (G<sub>t</sub>),4.338
44,Human-capital spending,Government spending (G<sub>t</sub>),4.338
45,Human-capital spending,Government spending (G<sub>t</sub>),4.338
46,Human-capital spending,Government spending (G<sub>t</sub>),4.338
47,Human-capital spending,Government spending (G<sub>t</sub>),4.338
48,Human-capital spending,Government spending (G<sub>t</sub>),4.338
49,Human-capital spending,Government spending (G<sub>t</sub>),4.338
50,Human-capital spending,Government spending (G<sub>t</sub>),4.338
51,Human-capital spending,Government spending (G<sub>t</sub>),4.338
52,Human-capital spending,Government spending (G<sub>t</sub>),4.338
53,Human-capital spending,Government spending (G<sub>t</sub>),4.338
54,Human-capital spending,Government spending (G<sub>t</sub>),4.338
55,Human-capital spending,Government spending (G<sub>t</sub>),4.338
56,Human-capital spending,Government spending (G<sub>t</sub>),4.338
57,Human-capital spending,Government spending (G<sub>t</sub>),4.338
58,Human-capital spending,Government spending (G<sub>t</sub>),4.338
59,Human-capital spending,Government spending (G<sub>t</sub>),4.338
60,Human-capital spending,Government spending (G<sub>t</sub>),4.338
61,Human-capital spending,Government spending (G<sub>t</sub>),4.338
62,Human-capital spending,Government spending (G<sub>t</sub>),4.338
63,Human-capital spending,Government spending (G<sub>t</sub>),4.338
64,Human-capital spending,Government spending (G<sub>t</sub>),4.338
65,Human-capital spending,Government spending (G<sub>t</sub>),4.338
66,Human-capital spending,Government spending (G<sub>t</sub>),4.338
67,Human-capital spending,Government spending (G<sub>t</sub>),4.338
68,Human-capital spending,Government spending (G<sub>t</sub>),4.338
69,Human-capital spending,Government spending (G<sub>t</sub>),4.338
70,Human-capital spending,Government spending (G<sub>t</sub>),4.338
71,Human-capital spending,Government spending (G<sub>t</sub>),4.338
72,Human-capital spending,Government spending (G<sub>t</sub>),4.338
73,Human-capital spending,Government spending (G<sub>t</sub>),4.338
74,Human-capital spending,Government spending (G<sub>t</sub>),4.338
75,Human-capital spending,Government spending (G<sub>t</sub>),4.338
76,Human-capital spending,Government spending (G<sub>t</sub>),4.338
77,Human-capital spending,Government spending (G<sub>t</sub>),4.338
78,Human-capital spending,Government spending (G<sub>t</sub>),4.338
79,Human-capital spending,Government spending (G<sub>t</sub>),4.338
80,Human-capital spending,Government spending (G<sub>t</sub>),4.338
81,Human-capital spending,Government spending (G<sub>t</sub>),4.338
82,Human-capital spending,Government spending (G<sub>t</sub>),4.338
83,Human-capital spending,Government spending (G<sub>t</sub>),4.338
84,Human-capital spending,Government spending (G<sub>t</sub>),4.338
85,Human-capital spending,Government spending (G<sub>t</sub>),4.338
86,Human-capital spending,Government spending (G<sub>t</sub>),4.338
87,Human-capital spending,Government spending (G<sub>t</sub>),4.338
88,Human-capital spending,Government spending (G<sub>t</sub>),4.338
89,Human-capital spending,Government spending (G<sub>t</sub>),4.338
90,Human-capital spending,Government spending (G<sub>t</sub>),4.338
91,Human-capital spending,Government spending (G<sub>t</sub>),4.338
92,Human-capital spending,Government spending (G<sub>t</sub>),4.338
93,Human-capital spending,Government spending (G<sub>t</sub>),4.338
94,Human-capital spending,Government spending (G<sub>t</sub>),4.338
95,Human-capital spending,Government spending (G<sub>t</sub>),4.338
96,Human-capital spending,Government spending (G<sub>t</sub>),4.338
97,Human-capital spending,Government spending (G<sub>t</sub>),4.338
98,Human-capital spending,Government spending (G<sub>t</sub>),4.338
99,Human-capital spending,Government spending (G<sub>t</sub>),4.338
100,Human-capital spending,Government spending (G<sub>t</sub>),4.338
1,R&D spending,Government spending (G<sub>t</sub>),4.338
2,R&D spending,Government spending (G<sub>t</sub>),4.338
3,R&D spending,Government spending (G<sub>t</sub>),4.338
4,R&D spending,Government spending (G<sub>t</sub>),4.338
5,R&D spending,Government spending (G<sub>t</sub>),4.338
6,R&D spending,Government spending (G<sub>t</sub>),4.338
7,R&D spending,Government spending (G<sub>t</sub>),4.338
8,R&D spending,Government spending (G<sub>t</sub>),4.338
9,R&D spending,Government spending (G<sub>t</sub>),4.338
10,R&D spending,Government spending (G<sub>t</sub>),4.338
11,R&D spending,Government spending (G<sub>t</sub>),4.338
12,R&D spending,Government spending (G<sub>t</sub>),4.338
13,R&D spending,Government spending (G<sub>t</sub>),4.338
14,R&D spending,Government spending (G<sub>t</sub>),4.338
15,R&D spending,Government spending (G<sub>t</sub>),4.338
16,R&D spending,Government spending (G<sub>t</sub>),4.338
17,R&D spending,Government spending (G<sub>t</sub>),4.338
18,R&D spending,Government spending (G<sub>t</sub>),4.338
19,R&D spending,Government spending (G<sub>t</sub>),4.338
20,R&D spending,Government spending (G<sub>t</sub>),4.338
21,R&D spending,Government spending (G<sub>t</sub>),4.338
22,R&D spending,Government spending (G<sub>t</sub>),4.338
23,R&D spending,Government spending (G<sub>t</sub>),4.338
24,R&D spending,Government spending (G<sub>t</sub>),4.338
25,R&D spending,Government spending (G<sub>t</sub>),4.338
26,R&D spending,Government spending (G<sub>t</sub>),4.338
27,R&D spending,Government spending (G<sub>t</sub>),4.338
28,R&D spending,Government spending (G<sub>t</sub>),4.338
29,R&D spending,Government spending (G<sub>t</sub>),4.338
30,R&D spending,Government spending (G<sub>t</sub>),4.338
31,R&D spending,Government spending (G<sub>t</sub>),4.338
32,R&D spending,Government spending (G<sub>t</sub>),4.338
33,R&D spending,Government spending (G<sub>t</sub>),4.338
34,R&D spending,Government spending (G<sub>t</sub>),4.338
35,R&D spending,Government spending (G<sub>t</sub>),4.338
36,R&D spending,Government spending (G<sub>t</sub>),4.338
37,R&D spending,Government spending (G<sub>t</sub>),4.338
38,R&D spending,Government spending (G<sub>t</sub>),4.338
39,R&D spending,Government spending (G<sub>t</sub>),4.338
40,R&D spending,Government spending (G<sub>t</sub>),4.338
41,R&D spending,Government spending (G<sub>t</sub>),4.338
42,R&D spending,Government spending (G<sub>t</sub>),4.338
43,R&D spending,Government spending (G<sub>t</sub>),4.338
44,R&D spending,Government spending (G<sub>t</sub>),4.338
45,R&D spending,Government spending (G<sub>t</sub>),4.338
46,R&D spending,Government spending (G<sub>t</sub>),4.338
47,R&D spending,Government spending (G<sub>t</sub>),4.338
48,R&D spending,Government spending (G<sub>t</sub>),4.338
49,R&D spending,Government spending (G<sub>t</sub>),4.338
50,R&D spending,Government spending (G<sub>t</sub>),4.338
51,R&D spending,Government spending (G<sub>t</sub>),4.338
52,R&D spending,Government spending (G<sub>t</sub>),4.338
53,R&D spending,Government spending (G<sub>t</sub>),4.338
54,R&D spending,Government spending (G<sub>t</sub>),4.338
55,R&D spending,Government spending (G<sub>t</sub>),4.338
56,R&D spending,Government spending (G<sub>t</sub>),4.338
57,R&D spending,Government spending (G<sub>t</sub>),4.338
58,R&D spending,Government spending (G<sub>t</sub>),4.338
59,R&D spending,Government spending (G<sub>t</sub>),4.338
60,R&D spending,Government spending (G<sub>t</sub>),4.338
61,R&D spending,Government spending (G<sub>t</sub>),4.338
62,R&D spending,Government spending (G<sub>t</sub>),4.338
63,R&D spending,Government spending (G<sub>t</sub>),4.338
64,R&D spending,Government spending (G<sub>t</sub>),4.338
65,R&D spending,Government spending (G<sub>t</sub>),4.338
66,R&D spending,Government spending (G<sub>t</sub>),4.338
67,R&D spending,Government spending (G<sub>t</sub>),4.338
68,R&D spending,Government spending (G<sub>t</sub>),4.338
69,R&D spending,Government spending (G<sub>t</sub>),4.338
70,R&D spending,Government spending (G<sub>t</sub>),4.338
71,R&D spending,Government spending (G<sub>t</sub>),4.338
72,R&D spending,Government spending (G<sub>t</sub>),4.338
73,R&D spending,Government spending (G<sub>t</sub>),4.338
74,R&D spending,Government spending (G<sub>t</sub>),4.338
75,R&D spending,Government spending (G<sub>t</sub>),4.338
76,R&D spending,Government spending (G<sub>t</sub>),4.338
77,R&D spending,Government spending (G<sub>t</sub>),4.338
78,R&D spending,Government spending (G<sub>t</sub>),4.338
79,R&D spending,Government spending (G<sub>t</sub>),4.338
80,R&D spending,Government spending (G<sub>t</sub>),4.338
81,R&D spending,Government spending (G<sub>t</sub>),4.338
82,R&D spending,Government spending (G<sub>t</sub>),4.338
83,R&D spending,Government spending (G<sub>t</sub>),4.338
84,R&D spending,Government spending (G<sub>t</sub>),4.338
85,R&D spending,Government spending (G<sub>t</sub>),4.338
86,R&D spending,Government spending (G<sub>t</sub>),4.338
87,R&D spending,Government spending (G<sub>t</sub>),4.338
88,R&D spending,Government spending (G<sub>t</sub>),4.338
89,R&D spending,Government spending (G<sub>t</sub>),4.338
90,R&D spending,Government spending (G<sub>t</sub>),4.338
91,R&D spending,Government spending (G<sub>t</sub>),4.338
92,R&D spending,Government spending (G<sub>t</sub>),4.338
93,R&D spending,Government spending (G<sub>t</sub>),4.338
94,R&D spending,Government spending (G<sub>t</sub>),4.338
95,R&D spending,Government spending (G<sub>t</sub>),4.338
96,R&D spending,Government spending (G<sub>t</sub>),4.338
97,R&D spending,Government spending (G<sub>t</sub>),4.338
98,R&D spending,Government spending (G<sub>t</sub>),4.338
99,R&D spending,Government spending (G<sub>t</sub>),4.338
100,R&D spending,Government spending (G<sub>t</sub>),4.338
1,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.007
2,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.014
3,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.021
4,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.028
5,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.036
6,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.043
7,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.049
8,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.055
9,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.061
10,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.066
11,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.07
12,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.073
13,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.076
14,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.078
15,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.079
16,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.079
17,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.079
18,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.077
19,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.075
20,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.072
21,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.067
22,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.063
23,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.057
24,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.05
25,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.043
26,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.035
27,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.026
28,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.017
29,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),-0.006
30,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.005
31,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.016
32,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.028
33,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.041
34,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.055
35,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.069
36,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.083
37,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.099
38,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.114
39,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.13
40,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.147
41,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.164
42,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.181
43,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.199
44,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.217
45,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.236
46,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.255
47,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.274
48,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.294
49,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.313
50,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.333
51,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.354
52,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.374
53,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.395
54,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.416
55,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.437
56,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.458
57,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.479
58,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.501
59,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.522
60,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.544
61,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.566
62,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.588
63,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.609
64,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.631
65,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.653
66,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.675
67,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.697
68,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.719
69,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.741
70,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.763
71,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.785
72,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.807
73,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.829
74,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.851
75,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.873
76,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.895
77,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.916
78,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.938
79,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.96
80,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),0.981
81,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.002
82,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.024
83,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.045
84,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.066
85,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.087
86,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.108
87,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.128
88,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.149
89,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.17
90,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.19
91,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.21
92,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.23
93,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.25
94,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.27
95,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.29
96,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.309
97,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.328
98,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.348
99,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.367
100,Infrastructure efficiency,Adopted technology (A<sub>t</sub>),1.386
1,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.0
2,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.0
3,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.0
4,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.002
5,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.005
6,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.008
7,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.013
8,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.018
9,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.024
10,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.031
11,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.039
12,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.047
13,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.055
14,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.064
15,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.073
16,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.082
17,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.092
18,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.101
19,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.11
20,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.119
21,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.127
22,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.136
23,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.143
24,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.151
25,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.157
26,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.164
27,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.169
28,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.174
29,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.178
30,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.182
31,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.184
32,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.186
33,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.187
34,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.187
35,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.187
36,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.185
37,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.183
38,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.179
39,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.175
40,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.17
41,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.164
42,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.156
43,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.148
44,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.14
45,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.13
46,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.119
47,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.107
48,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.095
49,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.081
50,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.067
51,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.052
52,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.036
53,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.019
54,Human-capital efficiency,Adopted technology (A<sub>t</sub>),-0.001
55,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.017
56,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.037
57,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.057
58,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.078
59,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.1
60,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.122
61,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.145
62,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.169
63,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.193
64,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.219
65,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.244
66,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.271
67,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.298
68,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.326
69,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.354
70,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.383
71,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.412
72,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.442
73,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.472
74,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.503
75,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.534
76,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.566
77,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.598
78,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.631
79,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.664
80,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.697
81,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.731
82,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.765
83,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.799
84,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.834
85,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.869
86,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.904
87,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.939
88,Human-capital efficiency,Adopted technology (A<sub>t</sub>),0.975
89,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.011
90,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.047
91,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.083
92,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.12
93,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.157
94,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.193
95,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.23
96,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.267
97,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.304
98,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.342
99,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.379
100,Human-capital efficiency,Adopted technology (A<sub>t</sub>),1.416
1,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.085
2,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.181
3,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.218
4,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.211
5,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.171
6,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.105
7,R&D efficiency,Adopted technology (A<sub>t</sub>),-0.021
8,R&D efficiency,Adopted technology (A<sub>t</sub>),0.076
9,R&D efficiency,Adopted technology (A<sub>t</sub>),0.183
10,R&D efficiency,Adopted technology (A<sub>t</sub>),0.296
11,R&D efficiency,Adopted technology (A<sub>t</sub>),0.414
12,R&D efficiency,Adopted technology (A<sub>t</sub>),0.534
13,R&D efficiency,Adopted technology (A<sub>t</sub>),0.654
14,R&D efficiency,Adopted technology (A<sub>t</sub>),0.775
15,R&D efficiency,Adopted technology (A<sub>t</sub>),0.894
16,R&D efficiency,Adopted technology (A<sub>t</sub>),1.012
17,R&D efficiency,Adopted technology (A<sub>t</sub>),1.128
18,R&D efficiency,Adopted technology (A<sub>t</sub>),1.242
19,R&D efficiency,Adopted technology (A<sub>t</sub>),1.354
20,R&D efficiency,Adopted technology (A<sub>t</sub>),1.463
21,R&D efficiency,Adopted technology (A<sub>t</sub>),1.569
22,R&D efficiency,Adopted technology (A<sub>t</sub>),1.672
23,R&D efficiency,Adopted technology (A<sub>t</sub>),1.773
24,R&D efficiency,Adopted technology (A<sub>t</sub>),1.872
25,R&D efficiency,Adopted technology (A<sub>t</sub>),1.967
26,R&D efficiency,Adopted technology (A<sub>t</sub>),2.06
27,R&D efficiency,Adopted technology (A<sub>t</sub>),2.151
28,R&D efficiency,Adopted technology (A<sub>t</sub>),2.239
29,R&D efficiency,Adopted technology (A<sub>t</sub>),2.325
30,R&D efficiency,Adopted technology (A<sub>t</sub>),2.408
31,R&D efficiency,Adopted technology (A<sub>t</sub>),2.489
32,R&D efficiency,Adopted technology (A<sub>t</sub>),2.569
33,R&D efficiency,Adopted technology (A<sub>t</sub>),2.646
34,R&D efficiency,Adopted technology (A<sub>t</sub>),2.721
35,R&D efficiency,Adopted technology (A<sub>t</sub>),2.794
36,R&D efficiency,Adopted technology (A<sub>t</sub>),2.866
37,R&D efficiency,Adopted technology (A<sub>t</sub>),2.935
38,R&D efficiency,Adopted technology (A<sub>t</sub>),3.003
39,R&D efficiency,Adopted technology (A<sub>t</sub>),3.07
40,R&D efficiency,Adopted technology (A<sub>t</sub>),3.134
41,R&D efficiency,Adopted technology (A<sub>t</sub>),3.198
42,R&D efficiency,Adopted technology (A<sub>t</sub>),3.259
43,R&D efficiency,Adopted technology (A<sub>t</sub>),3.32
44,R&D efficiency,Adopted technology (A<sub>t</sub>),3.379
45,R&D efficiency,Adopted technology (A<sub>t</sub>),3.436
46,R&D efficiency,Adopted technology (A<sub>t</sub>),3.493
47,R&D efficiency,Adopted technology (A<sub>t</sub>),3.548
48,R&D efficiency,Adopted technology (A<sub>t</sub>),3.602
49,R&D efficiency,Adopted technology (A<sub>t</sub>),3.654
50,R&D efficiency,Adopted technology (A<sub>t</sub>),3.706
51,R&D efficiency,Adopted technology (A<sub>t</sub>),3.756
52,R&D efficiency,Adopted technology (A<sub>t</sub>),3.806
53,R&D efficiency,Adopted technology (A<sub>t</sub>),3.854
54,R&D efficiency,Adopted technology (A<sub>t</sub>),3.902
55,R&D efficiency,Adopted technology (A<sub>t</sub>),3.948
56,R&D efficiency,Adopted technology (A<sub>t</sub>),3.994
57,R&D efficiency,Adopted technology (A<sub>t</sub>),4.039
58,R&D efficiency,Adopted technology (A<sub>t</sub>),4.082
59,R&D efficiency,Adopted technology (A<sub>t</sub>),4.125
60,R&D efficiency,Adopted technology (A<sub>t</sub>),4.168
61,R&D efficiency,Adopted technology (A<sub>t</sub>),4.209
62,R&D efficiency,Adopted technology (A<sub>t</sub>),4.249
63,R&D efficiency,Adopted technology (A<sub>t</sub>),4.289
64,R&D efficiency,Adopted technology (A<sub>t</sub>),4.328
65,R&D efficiency,Adopted technology (A<sub>t</sub>),4.366
66,R&D efficiency,Adopted technology (A<sub>t</sub>),4.404
67,R&D efficiency,Adopted technology (A<sub>t</sub>),4.441
68,R&D efficiency,Adopted technology (A<sub>t</sub>),4.477
69,R&D efficiency,Adopted technology (A<sub>t</sub>),4.513
