horizon_quarter,model,variable,pct_dev
25,Full model,Effective labor (N<sub>t</sub>),0.026
26,Full model,Effective labor (N<sub>t</sub>),0.023
27,Full model,Effective labor (N<sub>t</sub>),0.02
28,Full model,Effective labor (N<sub>t</sub>),0.018
29,Full model,Effective labor (N<sub>t</sub>),0.015
30,Full model,Effective labor (N<sub>t</sub>),0.013
31,Full model,Effective labor (N<sub>t</sub>),0.012
32,Full model,Effective labor (N<sub>t</sub>),0.01
33,Full model,Effective labor (N<sub>t</sub>),0.009
34,Full model,Effective labor (N<sub>t</sub>),0.007
35,Full model,Effective labor (N<sub>t</sub>),0.006
36,Full model,Effective labor (N<sub>t</sub>),0.005
37,Full model,Effective labor (N<sub>t</sub>),0.004
38,Full model,Effective labor (N<sub>t</sub>),0.003
39,Full model,Effective labor (N<sub>t</sub>),0.003
40,Full model,Effective labor (N<sub>t</sub>),0.002
41,Full model,Effective labor (N<sub>t</sub>),0.001
42,Full model,Effective labor (N<sub>t</sub>),0.001
43,Full model,Effective labor (N<sub>t</sub>),0.001
44,Full model,Effective labor (N<sub>t</sub>),0.0
45,Full model,Effective labor (N<sub>t</sub>),0.0
46,Full model,Effective labor (N<sub>t</sub>),-0.0
47,Full model,Effective labor (N<sub>t</sub>),-0.0
48,Full model,Effective labor (N<sub>t</sub>),-0.0
49,Full model,Effective labor (N<sub>t</sub>),-0.001
50,Full model,Effective labor (N<sub>t</sub>),-0.001
51,Full model,Effective labor (N<sub>t</sub>),-0.001
52,Full model,Effective labor (N<sub>t</sub>),-0.001
53,Full model,Effective labor (N<sub>t</sub>),-0.001
54,Full model,Effective labor (N<sub>t</sub>),-0.001
55,Full model,Effective labor (N<sub>t</sub>),-0.001
56,Full model,Effective labor (N<sub>t</sub>),-0.001
57,Full model,Effective labor (N<sub>t</sub>),-0.0
58,Full model,Effective labor (N<sub>t</sub>),-0.0
59,Full model,Effective labor (N<sub>t</sub>),-0.0
60,Full model,Effective labor (N<sub>t</sub>),-0.0
61,Full model,Effective labor (N<sub>t</sub>),0.0
62,Full model,Effective labor (N<sub>t</sub>),0.0
63,Full model,Effective labor (N<sub>t</sub>),0.0
64,Full model,Effective labor (N<sub>t</sub>),0.0
65,Full model,Effective labor (N<sub>t</sub>),0.001
66,Full model,Effective labor (N<sub>t</sub>),0.001
67,Full model,Effective labor (N<sub>t</sub>),0.001
68,Full model,Effective labor (N<sub>t</sub>),0.001
69,Full model,Effective labor (N<sub>t</sub>),0.001
70,Full model,Effective labor (N<sub>t</sub>),0.001
71,Full model,Effective labor (N<sub>t</sub>),0.001
72,Full model,Effective labor (N<sub>t</sub>),0.002
73,Full model,Effective labor (N<sub>t</sub>),0.002
74,Full model,Effective labor (N<sub>t</sub>),0.002
75,Full model,Effective labor (N<sub>t</sub>),0.002
76,Full model,Effective labor (N<sub>t</sub>),0.002
77,Full model,Effective labor (N<sub>t</sub>),0.002
78,Full model,Effective labor (N<sub>t</sub>),0.002
79,Full model,Effective labor (N<sub>t</sub>),0.002
80,Full model,Effective labor (N<sub>t</sub>),0.003
81,Full model,Effective labor (N<sub>t</sub>),0.003
82,Full model,Effective labor (N<sub>t</sub>),0.003
83,Full model,Effective labor (N<sub>t</sub>),0.003
84,Full model,Effective labor (N<sub>t</sub>),0.003
85,Full model,Effective labor (N<sub>t</sub>),0.003
86,Full model,Effective labor (N<sub>t</sub>),0.003
87,Full model,Effective labor (N<sub>t</sub>),0.003
88,Full model,Effective labor (N<sub>t</sub>),0.003
89,Full model,Effective labor (N<sub>t</sub>),0.003
90,Full model,Effective labor (N<sub>t</sub>),0.003
91,Full model,Effective labor (N<sub>t</sub>),0.004
92,Full model,Effective labor (N<sub>t</sub>),0.004
93,Full model,Effective labor (N<sub>t</sub>),0.004
94,Full model,Effective labor (N<sub>t</sub>),0.004
95,Full model,Effective labor (N<sub>t</sub>),0.004
96,Full model,Effective labor (N<sub>t</sub>),0.004
97,Full model,Effective labor (N<sub>t</sub>),0.004
98,Full model,Effective labor (N<sub>t</sub>),0.004
99,Full model,Effective labor (N<sub>t</sub>),0.004
100,Full model,Effective labor (N<sub>t</sub>),0.004
1,No endogenous technology,Effective labor (N<sub>t</sub>),0.644
2,No endogenous technology,Effective labor (N<sub>t</sub>),0.236
3,No endogenous technology,Effective labor (N<sub>t</sub>),0.232
4,No endogenous technology,Effective labor (N<sub>t</sub>),0.217
5,No endogenous technology,Effective labor (N<sub>t</sub>),0.2
6,No endogenous technology,Effective labor (N<sub>t</sub>),0.184
7,No endogenous technology,Effective labor (N<sub>t</sub>),0.169
8,No endogenous technology,Effective labor (N<sub>t</sub>),0.154
9,No endogenous technology,Effective labor (N<sub>t</sub>),0.141
10,No endogenous technology,Effective labor (N<sub>t</sub>),0.129
11,No endogenous technology,Effective labor (N<sub>t</sub>),0.118
12,No endogenous technology,Effective labor (N<sub>t</sub>),0.108
13,No endogenous technology,Effective labor (N<sub>t</sub>),0.099
14,No endogenous technology,Effective labor (N<sub>t</sub>),0.09
15,No endogenous technology,Effective labor (N<sub>t</sub>),0.083
16,No endogenous technology,Effective labor (N<sub>t</sub>),0.075
17,No endogenous technology,Effective labor (N<sub>t</sub>),0.069
18,No endogenous technology,Effective labor (N<sub>t</sub>),0.062
19,No endogenous technology,Effective labor (N<sub>t</sub>),0.057
20,No endogenous technology,Effective labor (N<sub>t</sub>),0.052
21,No endogenous technology,Effective labor (N<sub>t</sub>),0.047
22,No endogenous technology,Effective labor (N<sub>t</sub>),0.042
23,No endogenous technology,Effective labor (N<sub>t</sub>),0.038
24,No endogenous technology,Effective labor (N<sub>t</sub>),0.035
25,No endogenous technology,Effective labor (N<sub>t</sub>),0.031
26,No endogenous technology,Effective labor (N<sub>t</sub>),0.028
27,No endogenous technology,Effective labor (N<sub>t</sub>),0.025
28,No endogenous technology,Effective labor (N<sub>t</sub>),0.022
29,No endogenous technology,Effective labor (N<sub>t</sub>),0.02
30,No endogenous technology,Effective labor (N<sub>t</sub>),0.017
31,No endogenous technology,Effective labor (N<sub>t</sub>),0.015
32,No endogenous technology,Effective labor (N<sub>t</sub>),0.013
33,No endogenous technology,Effective labor (N<sub>t</sub>),0.012
34,No endogenous technology,Effective labor (N<sub>t</sub>),0.01
35,No endogenous technology,Effective labor (N<sub>t</sub>),0.008
36,No endogenous technology,Effective labor (N<sub>t</sub>),0.007
37,No endogenous technology,Effective labor (N<sub>t</sub>),0.006
38,No endogenous technology,Effective labor (N<sub>t</sub>),0.005
39,No endogenous technology,Effective labor (N<sub>t</sub>),0.003
40,No endogenous technology,Effective labor (N<sub>t</sub>),0.002
41,No endogenous technology,Effective labor (N<sub>t</sub>),0.002
42,No endogenous technology,Effective labor (N<sub>t</sub>),0.001
43,No endogenous technology,Effective labor (N<sub>t</sub>),-0.0
44,No endogenous technology,Effective labor (N<sub>t</sub>),-0.001
45,No endogenous technology,Effective labor (N<sub>t</sub>),-0.001
46,No endogenous technology,Effective labor (N<sub>t</sub>),-0.002
47,No endogenous technology,Effective labor (N<sub>t</sub>),-0.003
48,No endogenous technology,Effective labor (N<sub>t</sub>),-0.003
49,No endogenous technology,Effective labor (N<sub>t</sub>),-0.003
50,No endogenous technology,Effective labor (N<sub>t</sub>),-0.004
51,No endogenous technology,Effective labor (N<sub>t</sub>),-0.004
52,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
53,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
54,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
55,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
56,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
57,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
58,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
59,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
60,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
61,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
62,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
63,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
64,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
65,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
66,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
67,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
68,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
69,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
70,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
71,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
72,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
73,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
74,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
75,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
76,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
77,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
78,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
79,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
80,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
81,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
82,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
83,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
84,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
85,No endogenous technology,Effective labor (N<sub>t</sub>),-0.006
86,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
87,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
88,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
89,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
90,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
91,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
92,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
93,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
94,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
95,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
96,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
97,No endogenous technology,Effective labor (N<sub>t</sub>),-0.005
98,No endogenous technology,Effective labor (N<sub>t</sub>),-0.004
99,No endogenous technology,Effective labor (N<sub>t</sub>),-0.004
100,No endogenous technology,Effective labor (N<sub>t</sub>),-0.004
1,No human capital,Effective labor (N<sub>t</sub>),0.18
2,No human capital,Effective labor (N<sub>t</sub>),0.1
3,No human capital,Effective labor (N<sub>t</sub>),0.098
4,No human capital,Effective labor (N<sub>t</sub>),0.094
5,No human capital,Effective labor (N<sub>t</sub>),0.09
6,No human capital,Effective labor (N<sub>t</sub>),0.086
7,No human capital,Effective labor (N<sub>t</sub>),0.082
8,No human capital,Effective labor (N<sub>t</sub>),0.078
9,No human capital,Effective labor (N<sub>t</sub>),0.075
10,No human capital,Effective labor (N<sub>t</sub>),0.071
11,No human capital,Effective labor (N<sub>t</sub>),0.068
12,No human capital,Effective labor (N<sub>t</sub>),0.065
13,No human capital,Effective labor (N<sub>t</sub>),0.062
14,No human capital,Effective labor (N<sub>t</sub>),0.06
15,No human capital,Effective labor (N<sub>t</sub>),0.057
16,No human capital,Effective labor (N<sub>t</sub>),0.055
17,No human capital,Effective labor (N<sub>t</sub>),0.053
18,No human capital,Effective labor (N<sub>t</sub>),0.051
19,No human capital,Effective labor (N<sub>t</sub>),0.049
20,No human capital,Effective labor (N<sub>t</sub>),0.047
21,No human capital,Effective labor (N<sub>t</sub>),0.045
22,No human capital,Effective labor (N<sub>t</sub>),0.043
23,No human capital,Effective labor (N<sub>t</sub>),0.041
24,No human capital,Effective labor (N<sub>t</sub>),0.04
25,No human capital,Effective labor (N<sub>t</sub>),0.038
26,No human capital,Effective labor (N<sub>t</sub>),0.037
27,No human capital,Effective labor (N<sub>t</sub>),0.035
28,No human capital,Effective labor (N<sub>t</sub>),0.034
29,No human capital,Effective labor (N<sub>t</sub>),0.033
30,No human capital,Effective labor (N<sub>t</sub>),0.031
31,No human capital,Effective labor (N<sub>t</sub>),0.03
32,No human capital,Effective labor (N<sub>t</sub>),0.029
33,No human capital,Effective labor (N<sub>t</sub>),0.028
34,No human capital,Effective labor (N<sub>t</sub>),0.027
35,No human capital,Effective labor (N<sub>t</sub>),0.026
36,No human capital,Effective labor (N<sub>t</sub>),0.025
37,No human capital,Effective labor (N<sub>t</sub>),0.024
38,No human capital,Effective labor (N<sub>t</sub>),0.023
39,No human capital,Effective labor (N<sub>t</sub>),0.022
40,No human capital,Effective labor (N<sub>t</sub>),0.022
41,No human capital,Effective labor (N<sub>t</sub>),0.021
42,No human capital,Effective labor (N<sub>t</sub>),0.02
43,No human capital,Effective labor (N<sub>t</sub>),0.019
44,No human capital,Effective labor (N<sub>t</sub>),0.019
45,No human capital,Effective labor (N<sub>t</sub>),0.018
46,No human capital,Effective labor (N<sub>t</sub>),0.017
47,No human capital,Effective labor (N<sub>t</sub>),0.017
48,No human capital,Effective labor (N<sub>t</sub>),0.016
49,No human capital,Effective labor (N<sub>t</sub>),0.016
50,No human capital,Effective labor (N<sub>t</sub>),0.015
51,No human capital,Effective labor (N<sub>t</sub>),0.015
52,No human capital,Effective labor (N<sub>t</sub>),0.014
53,No human capital,Effective labor (N<sub>t</sub>),0.013
54,No human capital,Effective labor (N<sub>t</sub>),0.013
55,No human capital,Effective labor (N<sub>t</sub>),0.013
56,No human capital,Effective labor (N<sub>t</sub>),0.012
57,No human capital,Effective labor (N<sub>t</sub>),0.012
58,No human capital,Effective labor (N<sub>t</sub>),0.011
59,No human capital,Effective labor (N<sub>t</sub>),0.011
60,No human capital,Effective labor (N<sub>t</sub>),0.01
61,No human capital,Effective labor (N<sub>t</sub>),0.01
62,No human capital,Effective labor (N<sub>t</sub>),0.01
63,No human capital,Effective labor (N<sub>t</sub>),0.009
64,No human capital,Effective labor (N<sub>t</sub>),0.009
65,No human capital,Effective labor (N<sub>t</sub>),0.009
66,No human capital,Effective labor (N<sub>t</sub>),0.008
67,No human capital,Effective labor (N<sub>t</sub>),0.008
68,No human capital,Effective labor (N<sub>t</sub>),0.008
69,No human capital,Effective labor (N<sub>t</sub>),0.008
70,No human capital,Effective labor (N<sub>t</sub>),0.007
71,No human capital,Effective labor (N<sub>t</sub>),0.007
72,No human capital,Effective labor (N<sub>t</sub>),0.007
73,No human capital,Effective labor (N<sub>t</sub>),0.007
74,No human capital,Effective labor (N<sub>t</sub>),0.006
75,No human capital,Effective labor (N<sub>t</sub>),0.006
76,No human capital,Effective labor (N<sub>t</sub>),0.006
77,No human capital,Effective labor (N<sub>t</sub>),0.006
78,No human capital,Effective labor (N<sub>t</sub>),0.006
79,No human capital,Effective labor (N<sub>t</sub>),0.005
80,No human capital,Effective labor (N<sub>t</sub>),0.005
81,No human capital,Effective labor (N<sub>t</sub>),0.005
82,No human capital,Effective labor (N<sub>t</sub>),0.005
83,No human capital,Effective labor (N<sub>t</sub>),0.005
84,No human capital,Effective labor (N<sub>t</sub>),0.004
85,No human capital,Effective labor (N<sub>t</sub>),0.004
86,No human capital,Effective labor (N<sub>t</sub>),0.004
87,No human capital,Effective labor (N<sub>t</sub>),0.004
88,No human capital,Effective labor (N<sub>t</sub>),0.004
89,No human capital,Effective labor (N<sub>t</sub>),0.004
90,No human capital,Effective labor (N<sub>t</sub>),0.004
91,No human capital,Effective labor (N<sub>t</sub>),0.003
92,No human capital,Effective labor (N<sub>t</sub>),0.003
93,No human capital,Effective labor (N<sub>t</sub>),0.003
94,No human capital,Effective labor (N<sub>t</sub>),0.003
95,No human capital,Effective labor (N<sub>t</sub>),0.003
96,No human capital,Effective labor (N<sub>t</sub>),0.003
97,No human capital,Effective labor (N<sub>t</sub>),0.003
98,No human capital,Effective labor (N<sub>t</sub>),0.003
99,No human capital,Effective labor (N<sub>t</sub>),0.003
100,No human capital,Effective labor (N<sub>t</sub>),0.003
1,No public infrastructure,Effective labor (N<sub>t</sub>),0.18
2,No public infrastructure,Effective labor (N<sub>t</sub>),0.1
3,No public infrastructure,Effective labor (N<sub>t</sub>),0.098
4,No public infrastructure,Effective labor (N<sub>t</sub>),0.094
5,No public infrastructure,Effective labor (N<sub>t</sub>),0.09
6,No public infrastructure,Effective labor (N<sub>t</sub>),0.086
7,No public infrastructure,Effective labor (N<sub>t</sub>),0.082
8,No public infrastructure,Effective labor (N<sub>t</sub>),0.078
9,No public infrastructure,Effective labor (N<sub>t</sub>),0.075
10,No public infrastructure,Effective labor (N<sub>t</sub>),0.071
11,No public infrastructure,Effective labor (N<sub>t</sub>),0.068
12,No public infrastructure,Effective labor (N<sub>t</sub>),0.065
13,No public infrastructure,Effective labor (N<sub>t</sub>),0.062
14,No public infrastructure,Effective labor (N<sub>t</sub>),0.06
15,No public infrastructure,Effective labor (N<sub>t</sub>),0.057
16,No public infrastructure,Effective labor (N<sub>t</sub>),0.055
17,No public infrastructure,Effective labor (N<sub>t</sub>),0.053
18,No public infrastructure,Effective labor (N<sub>t</sub>),0.051
19,No public infrastructure,Effective labor (N<sub>t</sub>),0.049
20,No public infrastructure,Effective labor (N<sub>t</sub>),0.047
21,No public infrastructure,Effective labor (N<sub>t</sub>),0.045
22,No public infrastructure,Effective labor (N<sub>t</sub>),0.043
23,No public infrastructure,Effective labor (N<sub>t</sub>),0.041
24,No public infrastructure,Effective labor (N<sub>t</sub>),0.04
25,No public infrastructure,Effective labor (N<sub>t</sub>),0.038
26,No public infrastructure,Effective labor (N<sub>t</sub>),0.037
27,No public infrastructure,Effective labor (N<sub>t</sub>),0.035
28,No public infrastructure,Effective labor (N<sub>t</sub>),0.034
29,No public infrastructure,Effective labor (N<sub>t</sub>),0.033
30,No public infrastructure,Effective labor (N<sub>t</sub>),0.031
31,No public infrastructure,Effective labor (N<sub>t</sub>),0.03
32,No public infrastructure,Effective labor (N<sub>t</sub>),0.029
33,No public infrastructure,Effective labor (N<sub>t</sub>),0.028
34,No public infrastructure,Effective labor (N<sub>t</sub>),0.027
35,No public infrastructure,Effective labor (N<sub>t</sub>),0.026
36,No public infrastructure,Effective labor (N<sub>t</sub>),0.025
37,No public infrastructure,Effective labor (N<sub>t</sub>),0.024
38,No public infrastructure,Effective labor (N<sub>t</sub>),0.023
39,No public infrastructure,Effective labor (N<sub>t</sub>),0.022
40,No public infrastructure,Effective labor (N<sub>t</sub>),0.022
41,No public infrastructure,Effective labor (N<sub>t</sub>),0.021
42,No public infrastructure,Effective labor (N<sub>t</sub>),0.02
43,No public infrastructure,Effective labor (N<sub>t</sub>),0.019
44,No public infrastructure,Effective labor (N<sub>t</sub>),0.019
45,No public infrastructure,Effective labor (N<sub>t</sub>),0.018
46,No public infrastructure,Effective labor (N<sub>t</sub>),0.017
47,No public infrastructure,Effective labor (N<sub>t</sub>),0.017
48,No public infrastructure,Effective labor (N<sub>t</sub>),0.016
49,No public infrastructure,Effective labor (N<sub>t</sub>),0.016
50,No public infrastructure,Effective labor (N<sub>t</sub>),0.015
51,No public infrastructure,Effective labor (N<sub>t</sub>),0.015
52,No public infrastructure,Effective labor (N<sub>t</sub>),0.014
53,No public infrastructure,Effective labor (N<sub>t</sub>),0.013
54,No public infrastructure,Effective labor (N<sub>t</sub>),0.013
55,No public infrastructure,Effective labor (N<sub>t</sub>),0.013
56,No public infrastructure,Effective labor (N<sub>t</sub>),0.012
57,No public infrastructure,Effective labor (N<sub>t</sub>),0.012
58,No public infrastructure,Effective labor (N<sub>t</sub>),0.011
59,No public infrastructure,Effective labor (N<sub>t</sub>),0.011
60,No public infrastructure,Effective labor (N<sub>t</sub>),0.01
61,No public infrastructure,Effective labor (N<sub>t</sub>),0.01
62,No public infrastructure,Effective labor (N<sub>t</sub>),0.01
63,No public infrastructure,Effective labor (N<sub>t</sub>),0.009
64,No public infrastructure,Effective labor (N<sub>t</sub>),0.009
65,No public infrastructure,Effective labor (N<sub>t</sub>),0.009
66,No public infrastructure,Effective labor (N<sub>t</sub>),0.008
67,No public infrastructure,Effective labor (N<sub>t</sub>),0.008
68,No public infrastructure,Effective labor (N<sub>t</sub>),0.008
69,No public infrastructure,Effective labor (N<sub>t</sub>),0.008
70,No public infrastructure,Effective labor (N<sub>t</sub>),0.007
71,No public infrastructure,Effective labor (N<sub>t</sub>),0.007
72,No public infrastructure,Effective labor (N<sub>t</sub>),0.007
73,No public infrastructure,Effective labor (N<sub>t</sub>),0.007
74,No public infrastructure,Effective labor (N<sub>t</sub>),0.006
75,No public infrastructure,Effective labor (N<sub>t</sub>),0.006
76,No public infrastructure,Effective labor (N<sub>t</sub>),0.006
77,No public infrastructure,Effective labor (N<sub>t</sub>),0.006
78,No public infrastructure,Effective labor (N<sub>t</sub>),0.006
79,No public infrastructure,Effective labor (N<sub>t</sub>),0.005
80,No public infrastructure,Effective labor (N<sub>t</sub>),0.005
81,No public infrastructure,Effective labor (N<sub>t</sub>),0.005
82,No public infrastructure,Effective labor (N<sub>t</sub>),0.005
83,No public infrastructure,Effective labor (N<sub>t</sub>),0.005
84,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
85,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
86,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
87,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
88,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
89,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
90,No public infrastructure,Effective labor (N<sub>t</sub>),0.004
91,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
92,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
93,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
94,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
95,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
96,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
97,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
98,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
99,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
100,No public infrastructure,Effective labor (N<sub>t</sub>),0.003
1,No private capital,Effective labor (N<sub>t</sub>),0.475
2,No private capital,Effective labor (N<sub>t</sub>),0.354
3,No private capital,Effective labor (N<sub>t</sub>),0.279
4,No private capital,Effective labor (N<sub>t</sub>),0.233
5,No private capital,Effective labor (N<sub>t</sub>),0.203
6,No private capital,Effective labor (N<sub>t</sub>),0.181
7,No private capital,Effective labor (N<sub>t</sub>),0.163
8,No private capital,Effective labor (N<sub>t</sub>),0.147
9,No private capital,Effective labor (N<sub>t</sub>),0.133
10,No private capital,Effective labor (N<sub>t</sub>),0.12
11,No private capital,Effective labor (N<sub>t</sub>),0.108
12,No private capital,Effective labor (N<sub>t</sub>),0.097
13,No private capital,Effective labor (N<sub>t</sub>),0.087
14,No private capital,Effective labor (N<sub>t</sub>),0.079
15,No private capital,Effective labor (N<sub>t</sub>),0.071
16,No private capital,Effective labor (N<sub>t</sub>),0.064
17,No private capital,Effective labor (N<sub>t</sub>),0.057
18,No private capital,Effective labor (N<sub>t</sub>),0.051
19,No private capital,Effective labor (N<sub>t</sub>),0.046
20,No private capital,Effective labor (N<sub>t</sub>),0.042
21,No private capital,Effective labor (N<sub>t</sub>),0.038
22,No private capital,Effective labor (N<sub>t</sub>),0.034
23,No private capital,Effective labor (N<sub>t</sub>),0.03
24,No private capital,Effective labor (N<sub>t</sub>),0.027
25,No private capital,Effective labor (N<sub>t</sub>),0.025
26,No private capital,Effective labor (N<sub>t</sub>),0.022
27,No private capital,Effective labor (N<sub>t</sub>),0.02
28,No private capital,Effective labor (N<sub>t</sub>),0.018
29,No private capital,Effective labor (N<sub>t</sub>),0.016
30,No private capital,Effective labor (N<sub>t</sub>),0.015
31,No private capital,Effective labor (N<sub>t</sub>),0.013
32,No private capital,Effective labor (N<sub>t</sub>),0.012
33,No private capital,Effective labor (N<sub>t</sub>),0.011
34,No private capital,Effective labor (N<sub>t</sub>),0.01
35,No private capital,Effective labor (N<sub>t</sub>),0.009
36,No private capital,Effective labor (N<sub>t</sub>),0.008
37,No private capital,Effective labor (N<sub>t</sub>),0.007
38,No private capital,Effective labor (N<sub>t</sub>),0.006
39,No private capital,Effective labor (N<sub>t</sub>),0.006
40,No private capital,Effective labor (N<sub>t</sub>),0.005
41,No private capital,Effective labor (N<sub>t</sub>),0.005
42,No private capital,Effective labor (N<sub>t</sub>),0.004
43,No private capital,Effective labor (N<sub>t</sub>),0.004
44,No private capital,Effective labor (N<sub>t</sub>),0.003
45,No private capital,Effective labor (N<sub>t</sub>),0.003
46,No private capital,Effective labor (N<sub>t</sub>),0.003
47,No private capital,Effective labor (N<sub>t</sub>),0.002
48,No private capital,Effective labor (N<sub>t</sub>),0.002
49,No private capital,Effective labor (N<sub>t</sub>),0.002
50,No private capital,Effective labor (N<sub>t</sub>),0.002
51,No private capital,Effective labor (N<sub>t</sub>),0.002
52,No private capital,Effective labor (N<sub>t</sub>),0.001
53,No private capital,Effective labor (N<sub>t</sub>),0.001
54,No private capital,Effective labor (N<sub>t</sub>),0.001
55,No private capital,Effective labor (N<sub>t</sub>),0.001
56,No private capital,Effective labor (N<sub>t</sub>),0.001
57,No private capital,Effective labor (N<sub>t</sub>),0.001
58,No private capital,Effective labor (N<sub>t</sub>),0.001
59,No private capital,Effective labor (N<sub>t</sub>),0.001
60,No private capital,Effective labor (N<sub>t</sub>),0.001
61,No private capital,Effective labor (N<sub>t</sub>),0.001
62,No private capital,Effective labor (N<sub>t</sub>),0.0
63,No private capital,Effective labor (N<sub>t</sub>),0.0
64,No private capital,Effective labor (N<sub>t</sub>),0.0
65,No private capital,Effective labor (N<sub>t</sub>),0.0
66,No private capital,Effective labor (N<sub>t</sub>),0.0
67,No private capital,Effective labor (N<sub>t</sub>),0.0
68,No private capital,Effective labor (N<sub>t</sub>),0.0
69,No private capital,Effective labor (N<sub>t</sub>),0.0
70,No private capital,Effective labor (N<sub>t</sub>),0.0
71,No private capital,Effective labor (N<sub>t</sub>),0.0
72,No private capital,Effective labor (N<sub>t</sub>),0.0
73,No private capital,Effective labor (N<sub>t</sub>),0.0
74,No private capital,Effective labor (N<sub>t</sub>),0.0
75,No private capital,Effective labor (N<sub>t</sub>),0.0
76,No private capital,Effective labor (N<sub>t</sub>),0.0
77,No private capital,Effective labor (N<sub>t</sub>),0.0
78,No private capital,Effective labor (N<sub>t</sub>),0.0
79,No private capital,Effective labor (N<sub>t</sub>),0.0
80,No private capital,Effective labor (N<sub>t</sub>),0.0
81,No private capital,Effective labor (N<sub>t</sub>),0.0
82,No private capital,Effective labor (N<sub>t</sub>),0.0
83,No private capital,Effective labor (N<sub>t</sub>),0.0
84,No private capital,Effective labor (N<sub>t</sub>),0.0
85,No private capital,Effective labor (N<sub>t</sub>),0.0
86,No private capital,Effective labor (N<sub>t</sub>),0.0
87,No private capital,Effective labor (N<sub>t</sub>),0.0
88,No private capital,Effective labor (N<sub>t</sub>),0.0
89,No private capital,Effective labor (N<sub>t</sub>),0.0
90,No private capital,Effective labor (N<sub>t</sub>),0.0
91,No private capital,Effective labor (N<sub>t</sub>),0.0
92,No private capital,Effective labor (N<sub>t</sub>),0.0
93,No private capital,Effective labor (N<sub>t</sub>),0.0
94,No private capital,Effective labor (N<sub>t</sub>),0.0
95,No private capital,Effective labor (N<sub>t</sub>),0.0
96,No private capital,Effective labor (N<sub>t</sub>),0.0
97,No private capital,Effective labor (N<sub>t</sub>),0.0
98,No private capital,Effective labor (N<sub>t</sub>),0.0
99,No private capital,Effective labor (N<sub>t</sub>),0.0
100,No private capital,Effective labor (N<sub>t</sub>),0.0
1,No indexation,Effective labor (N<sub>t</sub>),0.452
2,No indexation,Effective labor (N<sub>t</sub>),0.352
