horizon_quarter,experiment,variable,pct_dev
70,AE: R&D spending,Private investment (I<sub>t</sub>),2.991
71,AE: R&D spending,Private investment (I<sub>t</sub>),3.05
72,AE: R&D spending,Private investment (I<sub>t</sub>),3.107
73,AE: R&D spending,Private investment (I<sub>t</sub>),3.165
74,AE: R&D spending,Private investment (I<sub>t</sub>),3.222
75,AE: R&D spending,Private investment (I<sub>t</sub>),3.278
76,AE: R&D spending,Private investment (I<sub>t</sub>),3.334
77,AE: R&D spending,Private investment (I<sub>t</sub>),3.39
78,AE: R&D spending,Private investment (I<sub>t</sub>),3.445
79,AE: R&D spending,Private investment (I<sub>t</sub>),3.5
80,AE: R&D spending,Private investment (I<sub>t</sub>),3.555
81,AE: R&D spending,Private investment (I<sub>t</sub>),3.609
82,AE: R&D spending,Private investment (I<sub>t</sub>),3.663
83,AE: R&D spending,Private investment (I<sub>t</sub>),3.717
84,AE: R&D spending,Private investment (I<sub>t</sub>),3.77
85,AE: R&D spending,Private investment (I<sub>t</sub>),3.823
86,AE: R&D spending,Private investment (I<sub>t</sub>),3.876
87,AE: R&D spending,Private investment (I<sub>t</sub>),3.929
88,AE: R&D spending,Private investment (I<sub>t</sub>),3.981
89,AE: R&D spending,Private investment (I<sub>t</sub>),4.034
90,AE: R&D spending,Private investment (I<sub>t</sub>),4.086
91,AE: R&D spending,Private investment (I<sub>t</sub>),4.137
92,AE: R&D spending,Private investment (I<sub>t</sub>),4.189
93,AE: R&D spending,Private investment (I<sub>t</sub>),4.241
94,AE: R&D spending,Private investment (I<sub>t</sub>),4.292
95,AE: R&D spending,Private investment (I<sub>t</sub>),4.343
96,AE: R&D spending,Private investment (I<sub>t</sub>),4.394
97,AE: R&D spending,Private investment (I<sub>t</sub>),4.444
98,AE: R&D spending,Private investment (I<sub>t</sub>),4.495
99,AE: R&D spending,Private investment (I<sub>t</sub>),4.545
100,AE: R&D spending,Private investment (I<sub>t</sub>),4.595
1,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
2,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
3,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
4,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
5,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
6,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
7,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
8,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
9,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
10,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
11,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
12,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
13,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
14,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
15,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
16,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
17,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
18,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
19,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
20,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
21,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
22,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
23,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
24,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
25,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
26,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
27,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
28,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
29,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
30,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
31,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
32,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
33,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
34,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
35,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
36,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
37,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
38,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
39,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
40,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
41,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
42,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
43,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
44,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
45,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
46,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
47,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
48,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
49,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
50,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
51,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
52,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
53,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
54,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
55,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
56,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
57,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
58,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
59,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
60,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
61,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
62,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
63,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
64,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
65,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
66,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
67,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
68,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
69,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
70,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
71,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
72,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
73,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
74,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
75,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
76,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
77,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
78,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
79,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
80,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
81,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
82,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
83,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
84,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
85,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
86,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
87,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
88,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
89,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
90,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
91,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
92,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
93,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
94,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
95,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
96,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
97,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
98,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
99,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
100,AE: Infrastructure investment,Government spending (G<sub>t</sub>),0.0
1,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
2,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
3,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
4,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
5,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
6,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
7,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
8,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
9,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
10,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
11,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
12,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
13,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
14,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
15,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
16,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
17,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
18,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
19,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
20,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
21,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
22,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
23,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
24,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
25,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
26,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
27,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
28,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
29,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
30,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
31,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
32,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
33,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
34,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
35,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
36,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
37,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
38,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
39,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
40,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
41,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
42,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
43,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
44,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
45,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
46,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
47,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
48,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
49,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
50,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
51,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
52,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
53,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
54,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
55,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
56,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
57,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
58,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
59,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
60,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
61,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
62,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
63,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
64,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
65,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
66,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
67,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
68,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
69,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
70,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
71,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
72,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
73,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
74,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
75,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
76,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
77,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
78,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
79,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
80,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
81,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
82,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
83,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
84,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
85,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
86,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
87,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
88,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
89,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
90,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
91,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
92,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
93,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
94,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
95,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
96,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
97,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
98,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
99,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
100,AE: Human capital investment,Government spending (G<sub>t</sub>),0.0
1,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
2,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
3,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
4,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
5,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
6,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
7,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
8,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
9,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
10,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
11,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
12,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
13,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
14,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
15,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
16,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
17,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
18,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
19,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
20,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
21,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
22,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
23,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
24,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
25,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
26,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
27,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
28,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
29,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
30,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
31,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
32,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
33,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
34,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
35,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
36,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
37,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
38,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
39,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
40,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
41,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
42,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
43,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
44,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
45,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
46,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
47,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
48,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
49,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
50,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
51,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
52,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
53,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
54,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
55,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
56,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
57,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
58,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
59,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
60,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
61,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
62,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
63,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
64,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
65,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
66,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
67,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
68,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
69,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
70,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
71,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
72,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
73,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
74,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
75,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
76,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
77,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
78,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
79,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
80,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
81,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
82,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
83,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
84,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
85,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
86,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
87,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
88,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
89,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
90,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
91,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
92,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
93,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
94,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
95,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
96,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
97,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
98,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
99,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
100,AE: R&D spending,Government spending (G<sub>t</sub>),0.0
1,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.007
2,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.016
3,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.024
4,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.033
5,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.042
6,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.052
7,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.061
8,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.07
9,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.08
10,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.088
11,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.097
12,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.105
13,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.113
14,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.12
15,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.126
16,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.133
17,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.138
18,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.143
19,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.147
20,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.151
21,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.154
22,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.156
23,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.157
24,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.158
25,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.158
26,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.158
27,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.156
28,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.154
29,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.152
30,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.148
31,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.144
32,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.139
33,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.134
34,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.128
35,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.121
36,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.113
37,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.105
38,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.096
39,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.087
40,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.077
41,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.066
42,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.055
43,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.043
44,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.031
45,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.018
46,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),-0.004
47,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.01
48,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.025
49,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.04
50,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.055
51,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.072
52,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.088
53,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.105
54,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.123
55,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.141
56,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.16
57,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.179
58,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.198
59,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.218
60,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.238
61,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.259
62,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.28
63,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.301
64,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.323
65,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.346
66,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.368
67,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.391
68,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.414
69,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.438
70,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.462
71,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.486
72,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.511
73,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.536
74,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.561
75,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.586
76,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.612
77,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.638
78,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.665
79,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.691
80,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.718
81,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.746
82,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.773
83,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.801
84,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.829
85,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.857
86,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.886
87,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.915
88,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.944
89,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),0.973
90,AE: Infrastructure investment,Adopted technology (A<sub>t</sub>),1.003
