variable,series,year,p25,p50,p75
water_drinking_wdi,Low-income,2012,53.7278,64.054,72.0911
water_drinking_wdi,Low-income,2013,54.8624,64.9166,73.6368
water_drinking_wdi,Low-income,2014,55.998,65.4925,75.4026
water_drinking_wdi,Low-income,2015,57.1346,66.1082,75.9499
water_drinking_wdi,Low-income,2016,58.2718,67.1719,76.4119
water_drinking_wdi,Low-income,2017,59.5076,68.0089,78.5901
water_drinking_wdi,Low-income,2018,60.4671,70.7953,80.188
water_drinking_wdi,Low-income,2019,61.3745,72.5411,80.2105
water_drinking_wdi,Low-income,2020,61.5377,71.4479,80.9876
water_drinking_wdi,Low-income,2021,61.9439,71.0728,82.049
water_drinking_wdi,Low-income,2022,62.441,71.8719,82.3844
water_drinking_wdi,Jamaica,2000,,93.14,
water_drinking_wdi,Jamaica,2001,,93.2948,
water_drinking_wdi,Jamaica,2002,,93.4447,
water_drinking_wdi,Jamaica,2003,,93.5926,
water_drinking_wdi,Jamaica,2004,,93.4054,
water_drinking_wdi,Jamaica,2005,,93.0699,
water_drinking_wdi,Jamaica,2006,,92.7062,
water_drinking_wdi,Jamaica,2007,,92.3411,
water_drinking_wdi,Jamaica,2008,,91.9748,
water_drinking_wdi,Jamaica,2009,,91.6072,
water_drinking_wdi,Jamaica,2010,,91.2383,
water_drinking_wdi,Jamaica,2011,,90.8684,
water_drinking_wdi,Jamaica,2012,,90.4989,
water_drinking_wdi,Jamaica,2013,,90.1301,
water_drinking_wdi,Jamaica,2014,,90.2731,
water_drinking_wdi,Jamaica,2015,,90.4168,
water_drinking_wdi,Jamaica,2016,,90.5612,
water_drinking_wdi,Jamaica,2017,,90.7061,
water_drinking_wdi,Jamaica,2018,,90.8516,
water_drinking_wdi,Jamaica,2019,,90.9974,
water_drinking_wdi,Jamaica,2020,,91.0299,
water_drinking_wdi,Jamaica,2021,,91.064,
water_drinking_wdi,Jamaica,2022,,91.0996,
infra_quality,Advanced economies,2007,4.555,5.4,5.9925
infra_quality,Advanced economies,2008,4.5025,5.43,5.9625
infra_quality,Advanced economies,2009,4.7225,5.63,6.04
infra_quality,Advanced economies,2010,5.105,5.77,6.015
infra_quality,Advanced economies,2011,5.1275,5.63,6.0625
infra_quality,Advanced economies,2012,5.2175,5.625,6.125
infra_quality,Advanced economies,2013,5.1425,5.565,6.0375
infra_quality,Advanced economies,2014,5.0525,5.475,5.99
infra_quality,Advanced economies,2015,4.86,5.385,5.8275
infra_quality,Advanced economies,2016,4.6925,5.2,5.7025
infra_quality,Advanced economies,2017,4.7125,5.29,5.7125
infra_quality,Emerging markets,2007,2.71,3.39,4.345
infra_quality,Emerging markets,2008,2.75,3.41,4.4975
infra_quality,Emerging markets,2009,3.1275,3.755,4.58
infra_quality,Emerging markets,2010,3.49,3.97,4.76
infra_quality,Emerging markets,2011,3.545,4.125,4.6475
infra_quality,Emerging markets,2012,3.5,4.17,4.7
infra_quality,Emerging markets,2013,3.55,4.16,4.705
infra_quality,Emerging markets,2014,3.59,3.995,4.65
infra_quality,Emerging markets,2015,3.4625,3.945,4.4675
infra_quality,Emerging markets,2016,3.35,4.0,4.49
infra_quality,Emerging markets,2017,3.525,3.98,4.525
infra_quality,Low-income,2007,2.07,2.35,2.69
infra_quality,Low-income,2008,2.1875,2.5,2.8625
infra_quality,Low-income,2009,2.6975,2.855,3.185
infra_quality,Low-income,2010,2.8675,3.34,3.7275
infra_quality,Low-income,2011,2.925,3.17,3.635
infra_quality,Low-income,2012,2.875,3.23,3.64
infra_quality,Low-income,2013,2.82,3.22,3.54
infra_quality,Low-income,2014,2.8025,3.185,3.605
infra_quality,Low-income,2015,2.655,3.13,3.65
infra_quality,Low-income,2016,2.4025,2.945,3.445
infra_quality,Low-income,2017,2.435,2.87,3.515
infra_quality,Jamaica,2007,,3.76,
infra_quality,Jamaica,2008,,3.82,
infra_quality,Jamaica,2009,,4.39,
infra_quality,Jamaica,2010,,4.38,
infra_quality,Jamaica,2011,,4.23,
infra_quality,Jamaica,2012,,4.17,
infra_quality,Jamaica,2013,,4.16,
infra_quality,Jamaica,2014,,4.21,
infra_quality,Jamaica,2015,,3.98,
infra_quality,Jamaica,2016,,4.07,
infra_quality,Jamaica,2017,,4.17,
